Ref,Val,Package,PosX,PosY,Rot,Side
"CR11A","100n","C1_C_0402_1005Metric",279.150000,-21.675000,0.000000,bottom
"CR11B","4.7n","C1_C_0402_1005Metric",292.350000,-35.475000,0.000000,bottom
"CR12A","100n","C1_C_0402_1005Metric",216.335600,-23.159500,5.000000,bottom
"CR12B","4.7n","C1_C_0402_1005Metric",230.905700,-35.504000,5.000000,bottom
"CR13A","100n","C1_C_0402_1005Metric",197.392300,-25.143900,-1.000000,bottom
"CR13B","4.7n","C1_C_0402_1005Metric",211.962500,-37.488500,-1.000000,bottom
"CR14A","100n","C1_C_0402_1005Metric",178.360900,-28.430200,-3.000000,bottom
"CR14B","4.7n","C1_C_0402_1005Metric",193.557200,-39.995400,-3.000000,bottom
"CR15A","100n","C1_C_0402_1005Metric",159.551700,-31.418000,-4.000000,bottom
"CR15B","4.7n","C1_C_0402_1005Metric",174.748000,-42.983100,-4.000000,bottom
"CR16A","100n","C1_C_0402_1005Metric",230.910400,-41.292600,3.000000,bottom
"CR16B","4.7n","C1_C_0402_1005Metric",244.814500,-54.382900,3.000000,bottom
"CR17A","100n","C1_C_0402_1005Metric",251.527000,-40.725000,0.000000,bottom
"CR17B","4.7n","C1_C_0402_1005Metric",264.727000,-54.525000,0.000000,bottom
"CR18A","100n","C1_C_0402_1005Metric",277.721000,-40.725000,0.000000,bottom
"CR18B","4.7n","C1_C_0402_1005Metric",290.921000,-54.525000,0.000000,bottom
"CR19A","100n","C1_C_0402_1005Metric",211.373700,-42.722300,4.000000,bottom
"CR19B","4.7n","C1_C_0402_1005Metric",225.943900,-55.066900,4.000000,bottom
"CR20A","100n","C1_C_0402_1005Metric",192.553900,-45.315200,1.000000,bottom
"CR20B","4.7n","C1_C_0402_1005Metric",207.750100,-56.880300,1.000000,bottom
"CR21A","100n","C1_C_0402_1005Metric",173.750700,-48.292400,-4.000000,bottom
"CR21B","4.7n","C1_C_0402_1005Metric",188.947000,-59.857700,-4.000000,bottom
"CR22A","100n","C1_C_0402_1005Metric",227.517700,-60.604900,3.000000,bottom
"CR22B","4.7n","C1_C_0402_1005Metric",241.421800,-73.695100,3.000000,bottom
"CR23A","100n","C1_C_0402_1005Metric",246.765000,-59.775000,0.000000,bottom
"CR23B","4.7n","C1_C_0402_1005Metric",259.965000,-73.575000,0.000000,bottom
"CR24A","100n","C1_C_0402_1005Metric",267.500000,-71.500000,0.000000,bottom
"CR24B","4.7n","C1_C_0402_1005Metric",279.015000,-73.575000,0.000000,bottom
"CR26A","100n","C1_C_0402_1005Metric",288.800000,-71.500000,0.000000,bottom
"CR26B","4.7n","C1_C_0402_1005Metric",300.446000,-73.575000,0.000000,bottom
"CR27A","100n","C1_C_0402_1005Metric",207.934600,-62.365300,2.000000,bottom
"CR27B","4.7n","C1_C_0402_1005Metric",222.504700,-74.709900,2.000000,bottom
"CR28A","100n","C1_C_0402_1005Metric",189.115500,-65.343800,0.000000,bottom
"CR28B","4.7n","C1_C_0402_1005Metric",204.311700,-76.909000,0.000000,bottom
"CR29A","100n","C1_C_0402_1005Metric",170.277100,-68.328400,-4.000000,bottom
"CR29B","4.7n","C1_C_0402_1005Metric",185.473400,-79.893600,-4.000000,bottom
"CR30A","100n","C1_C_0402_1005Metric",246.765000,-78.825000,0.000000,bottom
"CR30B","4.7n","C1_C_0402_1005Metric",259.965000,-92.625000,0.000000,bottom
"CR32A","100n","C1_C_0402_1005Metric",265.815000,-78.825000,0.000000,bottom
"CR32B","4.7n","C1_C_0402_1005Metric",279.015000,-92.625000,0.000000,bottom
"CR34A","100n","C1_C_0402_1005Metric",284.865000,-77.000000,0.000000,bottom
"CR34B","4.7n","C1_C_0402_1005Metric",298.065000,-92.625000,0.000000,bottom
"CR35A","100n","C1_C_0402_1005Metric",209.926100,-81.310300,2.000000,bottom
"CR35B","4.7n","C1_C_0402_1005Metric",224.496400,-93.654900,2.000000,bottom
"CR36A","100n","C1_C_0402_1005Metric",174.614800,-85.698900,9.000000,bottom
"CR36B","4.7n","C1_C_0402_1005Metric",187.097100,-100.151300,9.000000,bottom
"CRGBR1","100n","C1_C_0402_1005Metric",212.964100,-20.378600,6.000000,bottom
"CRGBR2","100n","C1_C_0402_1005Metric",231.892600,-18.705900,3.000000,bottom
"CRGBR3","100n","C1_C_0402_1005Metric",255.208000,-14.875000,0.000000,bottom
"CRGBR6","100n","C1_C_0402_1005Metric",194.710100,-22.749400,9.000000,bottom
"CRGBR7","100n","C1_C_0402_1005Metric",175.906300,-25.741000,9.000000,bottom
"CRGBR8","100n","C1_C_0402_1005Metric",290.450000,-33.925000,0.000000,bottom
"CRGBR9","100n","C1_C_0402_1005Metric",266.638000,-33.925000,0.000000,bottom
"CRGBR10","100n","C1_C_0402_1005Metric",247.588000,-33.925000,0.000000,bottom
"CRGBR11","100n","C1_C_0402_1005Metric",224.556100,-38.232800,6.000000,bottom
"CRGBR12","100n","C1_C_0402_1005Metric",205.612900,-40.217200,6.000000,bottom
"CRGBR13","100n","C1_C_0402_1005Metric",187.359100,-43.052600,9.000000,bottom
"CRGBR14","100n","C1_C_0402_1005Metric",168.549900,-46.040400,9.000000,bottom
"CRGBR15","100n","C1_C_0402_1005Metric",219.594300,-57.795600,6.000000,bottom
"CRGBR16","100n","C1_C_0402_1005Metric",243.734700,-52.887400,3.000000,bottom
"CRGBR17","100n","C1_C_0402_1005Metric",262.827000,-52.975000,0.000000,bottom
"CRGBR18","100n","C1_C_0402_1005Metric",279.621000,-52.975000,0.000000,bottom
"CRGBR19","100n","C1_C_0402_1005Metric",201.552100,-59.937600,9.000000,bottom
"CRGBR20","100n","C1_C_0402_1005Metric",182.748900,-62.914800,9.000000,bottom
"CRGBR22","100n","C1_C_0402_1005Metric",277.115000,-71.075000,0.000000,bottom
"CRGBR23","100n","C1_C_0402_1005Metric",258.065000,-72.025000,0.000000,bottom
"CRGBR24","100n","C1_C_0402_1005Metric",234.938200,-76.087700,3.000000,bottom
"CRGBR25","100n","C1_C_0402_1005Metric",216.155100,-77.438600,6.000000,bottom
"CRGBR26","100n","C1_C_0402_1005Metric",198.113700,-79.966200,9.000000,bottom
"CRGBR27","100n","C1_C_0402_1005Metric",179.275300,-82.950800,9.000000,bottom
"CRGBR28","100n","C1_C_0402_1005Metric",223.339800,-92.218000,6.000000,bottom
"CRGBR29","100n","C1_C_0402_1005Metric",263.477000,-81.025000,90.000000,bottom
"CRGBR31","100n","C1_C_0402_1005Metric",281.353000,-90.425000,-90.000000,bottom
"CRGBR32","100n","C1_C_0402_1005Metric",187.223900,-97.333200,9.000000,bottom
"CRGBR33","100n","C1_C_0402_1005Metric",279.083000,-18.475000,0.000000,bottom
"CRGBR34","100n","C1_C_0402_1005Metric",298.546000,-71.075000,0.000000,bottom
"CRGBR36","100n","C1_C_0402_1005Metric",277.115000,-91.075000,0.000000,bottom
"DR1","SK6812MINI-E","SK6812MINI-E_ReverseMount",212.587800,-16.798300,6.000000,bottom
"DR2","SK6812MINI-E","SK6812MINI-E_ReverseMount",231.704200,-15.110900,3.000000,bottom
"DR3","SK6812MINI-E","SK6812MINI-E_ReverseMount",250.508000,-14.875000,0.000000,bottom
"DR6","SK6812MINI-E","SK6812MINI-E_ReverseMount",194.146900,-19.193700,9.000000,bottom
"DR7","SK6812MINI-E","SK6812MINI-E_ReverseMount",175.343100,-22.185300,9.000000,bottom
"DR8","SK6812MINI-E","SK6812MINI-E_ReverseMount",285.750000,-33.925000,0.000000,bottom
"DR9","SK6812MINI-E","SK6812MINI-E_ReverseMount",261.938000,-33.925000,0.000000,bottom
"DR10","SK6812MINI-E","SK6812MINI-E_ReverseMount",242.888000,-33.925000,0.000000,bottom
"DR11","SK6812MINI-E","SK6812MINI-E_ReverseMount",224.179800,-34.652500,6.000000,bottom
"DR12","SK6812MINI-E","SK6812MINI-E_ReverseMount",205.236600,-36.636900,6.000000,bottom
"DR13","SK6812MINI-E","SK6812MINI-E_ReverseMount",186.795900,-39.496900,9.000000,bottom
"DR14","SK6812MINI-E","SK6812MINI-E_ReverseMount",167.986700,-42.484700,9.000000,bottom
"DR15","SK6812MINI-E","SK6812MINI-E_ReverseMount",219.218000,-54.215300,6.000000,bottom
"DR16","SK6812MINI-E","SK6812MINI-E_ReverseMount",238.142400,-53.180500,3.000000,bottom
"DR17","SK6812MINI-E","SK6812MINI-E_ReverseMount",258.127000,-52.975000,0.000000,bottom
"DR18","SK6812MINI-E","SK6812MINI-E_ReverseMount",284.321000,-52.975000,0.000000,bottom
"DR19","SK6812MINI-E","SK6812MINI-E_ReverseMount",200.988900,-56.381900,9.000000,bottom
"DR20","SK6812MINI-E","SK6812MINI-E_ReverseMount",182.185700,-59.359100,9.000000,bottom
"DR22","SK6812MINI-E","SK6812MINI-E_ReverseMount",272.415000,-71.075000,0.000000,bottom
"DR23","SK6812MINI-E","SK6812MINI-E_ReverseMount",253.365000,-72.025000,0.000000,bottom
"DR24","SK6812MINI-E","SK6812MINI-E_ReverseMount",234.749800,-72.492700,3.000000,bottom
"DR25","SK6812MINI-E","SK6812MINI-E_ReverseMount",215.778800,-73.858300,6.000000,bottom
"DR26","SK6812MINI-E","SK6812MINI-E_ReverseMount",197.550500,-76.410500,9.000000,bottom
"DR27","SK6812MINI-E","SK6812MINI-E_ReverseMount",178.712100,-79.395100,9.000000,bottom
"DR28","SK6812MINI-E","SK6812MINI-E_ReverseMount",217.770500,-92.803300,6.000000,bottom
"DR29","SK6812MINI-E","SK6812MINI-E_ReverseMount",253.365000,-91.075000,0.000000,bottom
"DR31","SK6812MINI-E","SK6812MINI-E_ReverseMount",291.465000,-91.075000,0.000000,bottom
"DR32","SK6812MINI-E","SK6812MINI-E_ReverseMount",181.692800,-98.209200,9.000000,bottom
"DR33","SK6812MINI-E","SK6812MINI-E_ReverseMount",279.083000,-14.875000,0.000000,bottom
"DR34","SK6812MINI-E","SK6812MINI-E_ReverseMount",293.846000,-71.075000,0.000000,bottom
"DR36","SK6812MINI-E","SK6812MINI-E_ReverseMount",272.415000,-91.075000,0.000000,bottom
"HER1","MT9102ET","HE_KEY_1.00u",231.424200,-9.768200,3.000000,bottom
"HER2","MT9102ET","HE_KEY_1.00u",250.508000,-9.525000,0.000000,bottom
"HER4","MT9102ET","HE_KEY_2.00u",279.083000,-9.525000,0.000000,bottom
"HER6","MT9102ET","HE_KEY_1.00u",212.028600,-11.477600,6.000000,bottom
"HER7","MT9102ET","HE_KEY_1.00u",193.310000,-13.909600,9.000000,bottom
"HER8","MT9102ET","HE_KEY_1.00u",174.506200,-16.901200,9.000000,bottom
"HER9","MT9102ET","HE_KEY_1.00u",242.888000,-28.575000,0.000000,bottom
"HER10","MT9102ET","HE_KEY_1.00u",261.938000,-28.575000,0.000000,bottom
"HER11","MT9102ET","HE_KEY_1.50u",285.750000,-28.575000,0.000000,bottom
"HER12","MT9102ET","HE_KEY_1.00u",223.620600,-29.331800,6.000000,bottom
"HER13","MT9102ET","HE_KEY_1.00u",204.677400,-31.316200,6.000000,bottom
"HER14","MT9102ET","HE_KEY_1.00u",185.959000,-34.212800,9.000000,bottom
"HER15","MT9102ET","HE_KEY_1.00u",167.149800,-37.200600,9.000000,bottom
"HER16","MT9102ET","HE_KEY_1.00u",237.862400,-47.837800,3.000000,bottom
"HER17","MT9102ET","HE_KEY_1.00u",258.127000,-47.625000,0.000000,bottom
"HER18","MT9102ET","HE_KEY_1.75u",284.321000,-47.625000,0.000000,bottom
"HER19","MT9102ET","HE_KEY_1.00u",218.658800,-48.894600,6.000000,bottom
"HER20","MT9102ET","HE_KEY_1.00u",200.152000,-51.097800,9.000000,bottom
"HER21","MT9102ET","HE_KEY_1.00u",181.348800,-54.075000,9.000000,bottom
"HER22","MT9102ET","HE_KEY_1.00u",234.469800,-67.150000,3.000000,bottom
"HER23","MT9102ET","HE_KEY_1.00u",253.365000,-66.675000,0.000000,bottom
"HER24","MT9102ET","HE_KEY_1.00u",272.415000,-66.675000,0.000000,bottom
"HER26","MT9102ET","HE_KEY_1.25u",293.846000,-66.675000,0.000000,bottom
"HER27","MT9102ET","HE_KEY_1.00u",215.219600,-68.537600,6.000000,bottom
"HER28","MT9102ET","HE_KEY_1.00u",196.713600,-71.126400,9.000000,bottom
"HER29","MT9102ET","HE_KEY_1.00u",177.875200,-74.111000,9.000000,bottom
"HER30","MT9102ET","HE_KEY_1.00u",253.365000,-85.725000,180.000000,bottom
"HER32","MT9102ET","HE_KEY_1.00u",272.415000,-85.725000,0.000000,bottom
"HER34","MT9102ET","HE_KEY_1.00u",291.465000,-85.725000,0.000000,bottom
"HER35","MT9102ET","HE_KEY_1.50u",217.211300,-87.482600,6.000000,bottom
"HER36","MT9102ET","HE_KEY_2.25u",180.855900,-92.925100,9.000000,bottom
"JR1","FFC_12P","FFC_12P_1.00mm_TopContact",164.209000,-58.000000,90.000000,bottom
